Date,Open,High,Low,Close,Adj Close,Volume
2011/9/16,56.505714,57.214287,56.432858,,38.150658,174628300
2011/9/19,56.714287,59.032856,56.457142,,39.210876,205965200
2011/9/20,59.32143,60.408573,58.741428,,39.384239,193938500
2011/9/21,59.94857,60.227142,58.857143,,39.259457,151494000
2011/9/22,57.290001,58.545715,56.671429,,38.276398,242120200
2011/9/23,57.182858,58.105713,57.121429,,38.512638,136569300
2011/9/26,57.122856,57.71143,55.900002,,38.404995,203219100
2011/9/27,58.389999,58.464287,56.865715,,38.032539,158124400
2011/9/28,57.169998,57.677143,56.644287,,37.818199,107409400
2011/9/29,57.417141,57.458572,55.172855,,37.204762,162771700
2011/9/30,55.302856,55.555714,54.454285,,36.323627,136910200
2011/10/3,54.33857,54.662857,53.310001,,35.683491,167274800
2011/10/4,53.509998,54.542858,50.605713,,35.483452,308419300
2011/10/5,52.55143,54.259998,51.471428,,36.031178,196617400
2011/10/6,53.332859,54.968571,53.114285,,35.947346,203145600
2011/10/7,53.682858,53.962856,52.64143,,35.226246,133864500
2011/10/10,54.155716,55.544285,54.029999,,37.037094,110628700
2011/10/11,56.081429,57.597141,55.92857,,38.130653,151421900
2011/10/12,58.191429,58.464287,57.162857,,38.311642,155571500
2011/10/13,57.854286,58.347141,57.549999,,38.906048,106546300
2011/10/14,59.547142,60.285713,59.324287,,40.1987,143341800
2011/10/17,60.248573,60.957142,59.419998,,40.007229,171511200
2011/10/18,60.251427,60.687141,59.427143,,40.22155,220400600
2011/10/19,57.335712,58.345715,56.828571,,37.971573,276014900
2011/10/20,57.142857,57.192856,56.315716,,37.656269,137317600
2011/10/21,56.871429,57.02,55.82143,,37.423847,155311100
2011/10/24,56.597141,58.07143,56.485714,,38.65266,125534500
2011/10/25,57.861427,58.078571,56.76857,,37.890614,107606800
2011/10/26,57.394287,57.507141,56.164288,,38.160191,114076200
2011/10/27,58.222858,58.42857,57.412857,,38.549782,123666200
2011/10/28,57.57143,58.049999,57.501427,,38.574558,80710700
2011/10/31,57.488571,58.475716,57.292858,,38.558365,96375300
2011/11/1,56.772858,57.07143,56.174286,,37.77058,132947500
2011/11/2,57.155716,57.205715,56.444286,,37.856323,81837700
2011/11/3,57.009998,57.628571,56.48,,38.395462,110346600
2011/11/4,57.432858,57.634285,57.022858,,38.125885,75557300
2011/11/7,57.130001,57.142857,56.59,,38.077305,67568900
2011/11/8,57.458572,58.285713,57.365715,,38.696487,100110500
2011/11/9,56.709999,57.27,56.318573,,37.653419,139671000
